name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Vitara Brezza ZDi Plus,2014,828634,75423,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VXi,2007,226821,57119,Petrol,Individual,Manual,Third Owner
Maruti Alto LXi,2007,103509,71430,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2013,125017,78037,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2006,405767,105049,Diesel,Individual,Manual,Third Owner
Fiat Punto 1.4 Emotion,2009,172275,85947,Petrol,Individual,Manual,Fourth & Above Owner
Tata Tiago 1.2 Revotron XZ,2018,563875,2666,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXL,2019,305789,44463,Petrol,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2016,715657,22643,Diesel,Dealer,Manual,Test Drive Car
Hyundai EON 1.0 Era Plus,2013,206649,49546,Petrol,Dealer,Manual,First Owner
Maruti Eeco 5 Seater Standard BSIV,2019,394580,4435,Petrol,Individual,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2011,1394785,65132,Diesel,Dealer,Automatic,First Owner
Honda Jazz 1.5 VX i DTEC,2019,817911,21463,Diesel,Dealer,Manual,First Owner
Tata Indigo CR4,2012,132305,138440,Diesel,Individual,Manual,Third Owner
Hyundai Santro Magna BSIV,2017,544709,1289,Petrol,Individual,Manual,First Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,111089,100130,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire ZDI,2019,745853,42581,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,390827,183861,Diesel,Individual,Automatic,Third Owner
Hyundai Getz 1.3 GLS,2012,158707,119533,Petrol,Individual,Manual,First Owner
Maruti Swift LXI Option,2015,378272,32227,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2017,511687,57182,Diesel,Dealer,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,2014,368484,25934,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT,2015,379545,64813,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,2010,202448,69447,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa SX,2017,356452,10601,Petrol,Individual,Manual,First Owner
Maruti Zen LX,1997,43759,59736,Petrol,Individual,Manual,Third Owner
Honda Brio S Option AT,2014,305006,81180,Petrol,Individual,Automatic,Second Owner
Ford Aspire Titanium Plus Diesel BSIV,2020,642250,15176,Diesel,Individual,Manual,First Owner
Volkswagen Jetta 1.4 TSI Comfortline,2013,446834,54206,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 85 PS,2018,502197,108392,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2014,478555,1149,Diesel,Dealer,Manual,Second Owner
Hyundai Grand i10 Magna AT,2019,532642,10289,Petrol,Dealer,Automatic,First Owner
Volkswagen Vento Diesel Highline,2011,456010,103351,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 VXI,2015,266046,64728,Petrol,Dealer,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3987174,10390,Diesel,Dealer,Automatic,First Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,748146,9474,Petrol,Individual,Manual,First Owner
Maruti Celerio VXI,2017,423062,86157,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,524960,67786,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2017,500679,29594,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,2005,85333,76550,Petrol,Individual,Manual,First Owner
Maruti Ciaz VXi,2014,665740,17187,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2015,341126,127651,Diesel,Individual,Manual,First Owner
Honda City i-VTEC CVT ZX,2017,1236275,13888,Petrol,Dealer,Automatic,Test Drive Car
Maruti Swift Dzire LXI,2015,395209,60379,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,2016,411054,134155,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,2008,76209,94681,Diesel,Individual,Manual,Third Owner
Honda City 1.5 V MT,2010,473909,47470,Petrol,Dealer,Manual,Second Owner
Tata Tiago 1.2 Revotron XZ,2017,460066,18821,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2011,119909,108326,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2012,176241,80370,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,2012,494358,138710,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VXI,2017,406140,77436,Petrol,Individual,Manual,Second Owner
Tata Indigo TDI,2012,156736,100482,Diesel,Individual,Manual,First Owner
Toyota Etios VD,2014,324086,143427,Diesel,Individual,Manual,Third Owner
Mahindra Verito 1.5 D4 BSIV,2010,139744,172056,Diesel,Individual,Manual,Second Owner
Nissan Sunny Diesel XL,2012,216731,91979,Diesel,Individual,Manual,Second Owner
Honda Amaze EX i-Dtech,2016,382841,49168,Diesel,Dealer,Manual,First Owner
Tata Sumo GX TC 7 Str BSIII,2006,125946,114835,Diesel,Individual,Manual,Second Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2013,1821502,112028,Diesel,Dealer,Automatic,First Owner
Maruti 800 Std,2002,61324,68348,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Terra 1.4 TDI,2007,83911,74830,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active 1.4 SX,2017,796510,39420,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2007,203311,24995,Petrol,Dealer,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,317950,33183,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2011,373705,184825,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2011,177936,43011,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S6 Plus,2018,895090,38530,Diesel,Individual,Manual,First Owner
Renault KWID RXT Optional,2017,304616,22227,Petrol,Individual,Manual,First Owner
Hyundai Elite i20 Sportz Plus BSIV,2020,615216,12617,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 Plus P4,2018,811197,34385,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LT,2011,147654,12213,Petrol,Individual,Manual,First Owner
Honda Amaze VX Petrol BSIV,2016,643894,35462,Petrol,Dealer,Manual,First Owner
Toyota Camry Hybrid 2.5,2017,1879404,21243,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga VXI,2017,591979,12109,Petrol,Trustmark Dealer,Manual,First Owner
Ford Ecosport 1.5 Petrol Titanium Plus,2017,1191865,4437,Petrol,Dealer,Manual,Test Drive Car
Renault Duster 85PS Diesel RxL,2012,429378,942,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio M2DI,2015,595197,81694,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2013,500834,13483,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,2008,155901,58490,Petrol,Dealer,Manual,First Owner
Honda City i VTEC V,2014,558340,55729,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxE,2015,433402,70328,Diesel,Dealer,Manual,First Owner
Maruti Ritz VDi,2013,324273,135692,Diesel,Individual,Manual,Second Owner
BMW X5 xDrive 30d xLine,2020,4463124,31297,Diesel,Dealer,Automatic,First Owner
Maruti Omni 5 Str STD LPG,1998,49570,37326,LPG,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,2014,159536,63787,Diesel,Dealer,Manual,First Owner
Maruti A-Star Vxi,2007,119770,110951,Petrol,Individual,Manual,Fourth & Above Owner
Honda BR-V i-DTEC VX MT,2018,1277727,42334,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,2019,394941,25822,Petrol,Individual,Manual,First Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2015,345858,82882,Diesel,Dealer,Manual,First Owner
Audi A4 3.0 TDI Quattro,2011,1660168,93366,Diesel,Dealer,Automatic,First Owner
Hyundai Santro Sportz BSIV,2018,435762,11437,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna,2010,241083,51766,Petrol,Dealer,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2010,95134,70630,Diesel,Individual,Manual,First Owner
Maruti Omni 8 Seater BSIV,2012,247841,55663,Petrol,Dealer,Manual,First Owner
Toyota Etios Liva 1.2 V,2020,504311,9343,Petrol,Individual,Manual,First Owner
Honda Amaze S AT i-Vtech,2013,387122,16121,Petrol,Individual,Automatic,First Owner
Hyundai Grand i10 Magna,2016,416931,102571,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2007,146735,63658,Petrol,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2011,165346,78433,Diesel,Individual,Manual,Third Owner
Chevrolet Aveo U-VA 1.2 LS,2011,137529,63444,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2020,196580,38837,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,2009,292184,133130,Diesel,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 75PS XE,2017,284932,142369,Diesel,Dealer,Manual,First Owner
Maruti Wagon R ZXI 1.2,2018,576378,30298,Petrol,Dealer,Manual,First Owner
Tata Zest Quadrajet 1.3,2014,274006,72129,Diesel,Individual,Manual,First Owner
Hyundai Accent CRDi,2006,101625,126142,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLS 2.2 mHawk,2007,382257,118451,Diesel,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR AT,2010,462107,53898,Diesel,Individual,Automatic,Second Owner
Chevrolet Sail Hatchback LS ABS,2015,203799,124111,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.4 SXi TDCi ABS,2010,287517,106987,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2016,542197,22351,Petrol,Dealer,Automatic,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2007,113723,134446,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire VDI,2015,545596,47669,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Swift Ldi BSIV,2008,282480,138710,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI Minor ABS,2009,264206,43966,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007,140481,54353,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.4 VTVT,2018,299731,74188,Petrol,Individual,Manual,First Owner
Datsun RediGO S,2017,271518,22967,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT,2015,371609,51407,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,2013,455995,78383,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo LXI Green (CNG),2010,115691,85037,CNG,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI Minor,2007,108971,111058,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,354384,57901,Diesel,Dealer,Manual,First Owner
Tata New Safari 4X2,2008,550468,68490,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2013,279979,74887,Diesel,Individual,Manual,Third Owner
Maruti Swift VDI,2012,207113,307256,Diesel,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,2015,424607,34170,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2017,286095,52974,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.4 CRDi Base,2018,885061,62807,Diesel,Individual,Manual,Second Owner
Hyundai Creta 1.6 SX Automatic,2016,1013721,22285,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga VDI,2013,580961,106474,Diesel,Individual,Manual,Third Owner
Maruti Swift VDI,2010,216103,280216,Diesel,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2018,491392,42270,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta (o),2013,510112,55147,Petrol,Dealer,Manual,Second Owner
Hyundai i10 Era,2008,239938,53017,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2017,811780,32391,Diesel,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2012,225469,26023,Petrol,Individual,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2019,3958093,10422,Diesel,Dealer,Automatic,First Owner
Maruti Swift 1.3 VXi,2010,212871,50400,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,807820,18638,Petrol,Dealer,Manual,First Owner
Maruti Alto STD,2009,66113,71776,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),2011,314630,85594,Diesel,Dealer,Manual,Second Owner
Maruti Wagon R VXI,2005,107065,107892,Petrol,Individual,Manual,Third Owner
Volkswagen Polo 1.2 MPI Comfortline,2016,531237,20808,Petrol,Individual,Manual,First Owner
Maruti Ciaz Sigma BSIV,2019,809821,22967,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,276167,31598,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2014,738045,47943,Diesel,Trustmark Dealer,Manual,First Owner
Tata Nano Lx,2011,36968,84663,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIII,2011,371731,197789,Diesel,Individual,Manual,First Owner
Honda City V MT,2020,862229,15559,Petrol,Dealer,Manual,First Owner
Hyundai Venue SX Opt Diesel,2020,959797,5133,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG,2004,87395,111769,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI,2017,269496,61814,Petrol,Dealer,Manual,First Owner
Mahindra Bolero Power Plus SLX,2019,826732,14886,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2017,697733,47482,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Wagon R LXI Minor,2009,115417,60482,Petrol,Individual,Manual,First Owner
Skoda Laura 1.9 TDI MT Ambiente,2009,198430,111399,Diesel,Individual,Manual,Third Owner
Maruti 800 AC,2003,67816,96936,Petrol,Individual,Manual,Second Owner
Maruti Zen LXi BSII,2000,54940,74218,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,2019,500539,24659,Petrol,Individual,Automatic,First Owner
Maruti Alto LXi,2010,178139,52473,Petrol,Individual,Manual,Second Owner
Mercedes-Benz E-Class 280 CDI Elegance,2006,743385,100177,Diesel,Dealer,Automatic,First Owner
Skoda Laura Elegance 2.0 TDI CR AT,2018,468226,117731,Diesel,Dealer,Automatic,First Owner
Toyota Etios Liva GD,2011,398584,51344,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K2,2015,466398,26211,Petrol,Individual,Manual,First Owner
Maruti 800 AC Uniq,2007,66638,62288,Petrol,Individual,Manual,Second Owner
Renault KWID RXL,2020,286684,17049,Petrol,Individual,Manual,First Owner
Chevrolet Sail Hatchback 1.2 LS,2016,269731,23642,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite Plus,2014,212064,37268,Petrol,Dealer,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIV,2015,699362,129101,Diesel,Individual,Manual,Third Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2006,592759,92466,Diesel,Individual,Manual,Third Owner
Maruti Swift ZXI BSIV,2017,712545,6082,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga SHVS VDI,2016,607036,82687,Diesel,Individual,Manual,First Owner
Honda City 1.5 GXI,2003,64096,137973,Petrol,Individual,Manual,Third Owner
Tata Zest Quadrajet 1.3 75PS XE,2014,337332,103731,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX Option,2019,1191126,25548,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2016,1363496,68123,Diesel,Dealer,Automatic,First Owner
Tata Tiago 1.05 Revotorq XZ Plus,2019,422819,39642,Diesel,Individual,Manual,First Owner
Mahindra Verito Vibe 1.5 dCi D4,2012,247015,68732,Diesel,Individual,Manual,First Owner
Chevrolet Cruze LTZ AT,2013,324374,125201,Diesel,Individual,Automatic,Third Owner
Maruti Zen Estilo 1.1 LXI BSIII,2005,122554,87003,Petrol,Individual,Manual,First Owner
Maruti Alto K10 LXI,2017,323910,49939,Petrol,Individual,Manual,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1699343,59532,Petrol,Dealer,Automatic,First Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),2014,314764,88973,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W5 BSIV,2017,1052868,38101,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT,2014,295254,39276,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha CVT,2017,817388,9533,Petrol,Trustmark Dealer,Automatic,First Owner
Chevrolet Tavera LS B3 7 Seats BSII,2003,163216,157255,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 GX 7 STR,2011,812870,199852,Diesel,Individual,Manual,First Owner
Audi A6 2.0 TDI  Design Edition,2015,1720532,87606,Diesel,Dealer,Automatic,First Owner
Honda Jazz VX,2010,353277,12102,Petrol,Dealer,Manual,First Owner
Skoda Superb LK 1.8 TSI AT,2011,633962,66803,Petrol,Dealer,Automatic,First Owner
Hyundai i20 1.2 Asta,2019,740171,9554,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI DUO BS IV,2010,167801,55875,LPG,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2014,255022,55008,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta (o),2007,281037,54876,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2011,385018,167029,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZDi SHVS,2016,701512,75867,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,214394,26819,Petrol,Individual,Manual,Second Owner
Tata Nano Cx BSIV,2010,79725,30038,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,333512,58614,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2016,193052,52174,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,485177,11848,Petrol,Dealer,Automatic,First Owner
Hyundai Verna 1.6 SX VTVT,2011,415880,51839,Petrol,Dealer,Manual,First Owner
Honda City 1.5 EXI,2004,184572,213544,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2011,430752,46232,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,772487,46967,Diesel,Dealer,Manual,First Owner
Honda Brio 1.2 S MT,2014,345029,64699,Petrol,Individual,Manual,First Owner
Mahindra Xylo D4,2018,594108,80104,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2015,609803,57191,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2,2009,493391,208767,Diesel,Dealer,Manual,Second Owner
Toyota Innova 2.0 GX 8 STR BSIV,2012,497510,195686,Petrol,Individual,Manual,Second Owner
Mercedes-Benz New C-Class 220 CDI AT,2012,1418537,31247,Diesel,Individual,Automatic,First Owner
Hyundai i10 Era 1.1 iTech SE,2009,324597,17432,Petrol,Individual,Manual,First Owner
Toyota Corolla Altis Diesel D4DGL,2012,522706,110466,Diesel,Individual,Manual,First Owner
Tata Indigo CR4,2014,174690,57171,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz 1.2,2010,220638,63786,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL 110 PS,2013,439798,156415,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2019,647681,22360,Diesel,Dealer,Manual,Test Drive Car
Tata Nano Lx BSIII,2012,61160,55879,Petrol,Individual,Manual,Second Owner
Mahindra Thar 4X2,2012,525410,30827,Diesel,Individual,Manual,First Owner
Maruti Alto LX BSIII,2008,166458,59071,Petrol,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,2015,533383,32123,Diesel,Individual,Manual,Second Owner
Tata Manza Aura Safire BS IV,2010,168864,62276,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2016,396446,123282,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S5 BSIV,2020,1171447,10841,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2006,82327,67386,Petrol,Individual,Manual,Third Owner
Volkswagen Ameo 1.2 MPI Trendline,2020,476366,12443,Petrol,Individual,Manual,First Owner
Maruti Alto K10 LXI,2016,206694,61595,Petrol,Dealer,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2014,335918,125144,Diesel,Individual,Manual,First Owner
Toyota Etios Liva VD,2015,444910,65534,Diesel,Individual,Manual,First Owner
Hyundai Getz GLS,2003,85015,127934,Petrol,Individual,Manual,Third Owner
Tata Harrier XZ BSIV,2018,1731224,9381,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2013,126515,60982,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,602537,109425,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2020,322804,20958,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLE,2011,302140,201944,Diesel,Individual,Manual,Second Owner
Maruti Wagon R DUO LPG,2016,227540,87832,LPG,Individual,Manual,First Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1034399,79340,Diesel,Individual,Manual,Third Owner
Maruti Ertiga SHVS VDI,2014,580637,73702,Diesel,Individual,Manual,Third Owner
Maruti Baleno Sigma 1.2,2013,455918,8792,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2020,311654,31679,Petrol,Individual,Manual,First Owner
Renault KWID RXE,2018,222070,4840,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxL,2017,478854,40291,Diesel,Dealer,Manual,First Owner
Honda City 1.5 V Elegance,2012,459718,68525,Petrol,Dealer,Manual,First Owner
Tata Indica GLS BS IV,2007,86523,98380,Petrol,Individual,Manual,Second Owner
Tata Hexa XT,2019,1024756,42376,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2012,796469,214868,Diesel,Dealer,Manual,First Owner
Maruti Alto LXi,2009,94226,84969,Petrol,Individual,Manual,Second Owner
Maruti Wagon R ZXI 1.2,2020,557366,28457,Petrol,Dealer,Manual,First Owner
Maruti Alto K10 VXI,2016,255418,56465,Petrol,Individual,Manual,First Owner
